15	595326
19	54
19	1061
19	1356
19	1668
19	29643
19	38100
19	39447
19	47497
19	84417
19	86056
19	88203
19	108717
19	110197
19	123257
19	130960
19	264103
19	395203
19	566690
39	241256
54	1668
54	20369
54	29643
54	39628
54	43467
54	86056
54	88203
54	110207
54	132245
54	1249806
58	58
58	15973
58	32780
58	83706
75	146
75	1657
75	4709
75	5816
75	7279
75	8920
75	12937
75	17415
75	21048
75	26082
75	27165
75	32617
75	41350
75	42249
75	54842
75	161324
75	261710
75	368109
75	532708
78	497
78	1258
78	2079
78	4027
78	4445
78	4927
78	5768
78	9017
78	9073
78	10716
78	11298
78	11378
78	15782
78	16436
78	17623
78	17855
78	20676
78	20962
78	23906
78	28993
78	34088
78	38341
78	38369
78	39588
78	39650
78	42144
78	45130
78	52715
78	53143
78	54015
78	56449
78	62133
78	71993
78	72740
78	84870
78	85257
78	103941
78	106496
78	109703
78	111613
78	112479
78	123637
78	124047
78	151365
78	708927
120	84019
146	979
146	2259
146	4709
146	5816
146	7279
146	8920
146	14141
146	17415
146	21048
146	23005
146	27165
146	41350
146	54556
146	233252
146	261710
146	313067
146	477457
146	667301
146	682210
146	765210
146	841506
146	906868
146	961443
146	989049
146	2012973
147	483
147	1711
147	3292
147	5703
147	19495
147	63057
147	732699
178	541
178	1721
178	2549
178	3240
178	4024
178	4390
178	4445
178	4652
178	4826
178	4857
178	4957
178	5987
178	6158
178	7543
178	7555
178	7812
178	8101
178	10436
178	11298
178	12699
178	14505
178	14571
178	15327
178	16637
178	19495
178	28002
178	30339
178	31016
178	31364
178	31872
178	33759
178	33858
178	38341
178	40412
178	41601
178	42972
178	45743
178	50187
178	53015
178	53320
178	56128
178	57826
178	62273
178	63157
178	66305
178	68808
178	69039
178	69154
178	73073
178	74365
178	80171
178	99732
178	102200
178	107115
178	109142
178	115631
178	117074
178	117540
178	120982
178	137171
178	139185
178	141939
178	159070
178	162984
178	168005
178	168894
178	170693
178	182187
178	183723
178	213501
178	242316
178	267188
178	272305
178	337053
178	385077
178	433991
178	486063
178	603337
178	784161
178	816211
178	876174
178	987196
178	1395730
178	1443204
182	1509
182	33858
190	14920
190	25113
190	26015
190	26974
190	26994
190	27193
190	28818
190	28895
190	32086
190	34954
190	35616
190	37203
190	40031
190	41811
190	52077
190	55666
190	56374
190	60946
190	76637
190	78269
190	85496
190	86943
190	100418
190	120023
190	145693
190	173582
190	198810
190	211687
190	221767
190	262571
190	276652
190	292856
190	305368
190	341711
190	350887
190	356182
190	419150
190	435853
190	1241391
190	1464678
198	24169
198	49827
198	95284
198	96786
198	127659
198	215289
198	218971
198	328999
198	476586
198	763081
198	1462768
229	3171
229	3715
229	40042
229	52993
229	73830
229	75487
229	244580
230	22827
230	31014
230	35081
230	37040
230	37955
230	39728
230	63201
230	121801
230	255832
230	370146
230	399083
230	697596
230	741028
230	744556
230	913706
230	956996
230	1113741
245	849706
245	1482838
256	3305
256	4689
256	51231
256	837149
275	162587
275	212192
277	199620
277	689830
283	48526
287	4857
287	5656
287	5851
287	9528
287	32301
287	34488
287	50650
295	535
295	2001
295	4445
295	5975
295	10881
295	13766
295	15253
295	22660
295	24612
295	25489
295	30059
295	35870
295	46543
295	47127
295	48247
295	52074
295	60748
295	62133
295	67121
295	68037
295	73302
295	90065
295	92747
295	94877
295	104709
295	112936
295	124795
295	126894
295	136432
295	138785
295	152462
295	154867
295	180853
295	267188
295	620893
295	893462
295	1152761
295	1628958
295	1746303
319	17855
319	55775
319	60393
319	60999
319	66004
319	76331
319	86183
319	93913
319	132432
319	136432
319	142386
319	153392
319	154528
319	179739
319	224211
319	245398
319	288979
319	310144
319	326175
319	330175
319	623594
319	656479
319	761895
319	1460992
319	2119050
333	337
333	38724
337	541
337	1076
337	9589
337	12980
337	13944
337	20842
337	44572
337	71851
337	74912
337	78439
337	102620
337	116639
337	131696
337	217034
337	220733
337	233359
337	239822
337	799687
337	1791483
348	2029
348	8550
348	11859
348	18608
348	20842
348	22388
348	1087745
357	99641
407	541
407	1625
407	3131
407	13340
407	13645
407	14434
407	14698
407	18741
407	20640
407	39634
407	42144
407	50244
407	53015
407	58136
407	69103
407	74343
407	75817
407	79019
407	101161
407	127459
407	157035
407	203259
407	243834
407	338512
407	972797
407	1146928
407	1426040
407	2163809
448	16849
448	73928
476	1076
476	4127
476	9589
476	10235
476	12980
476	15498
476	19495
476	29226
476	44572
476	92096
476	102620
476	104105
476	105796
476	113948
476	118462
476	145774
476	172323
476	233359
476	239822
476	427650
476	1791483
483	538
483	540
483	541
483	545
483	721
483	854
483	1498
483	2079
483	2549
483	5975
483	7484
483	10529
483	13764
483	14249
483	19495
483	22388
483	26168
483	27354
483	27898
483	30730
483	32640
483	33759
483	41864
483	44652
483	51134
483	61291
483	62152
483	64891
483	74365
483	87629
483	91268
483	95098
483	108111
483	109196
483	121476
483	124315
483	126555
483	131664
483	136972
483	155320
483	254164
483	307403
483	430610
483	718137
483	937738
483	949140
497	505
497	81938
505	1222
505	18938
505	19223
505	22800
505	88084
505	90679
505	118175
505	127930
505	142273
505	325838
505	587412
510	541
510	32592
510	44469
510	74817
510	94711
510	419610
528	4811
528	9057
528	10146
528	10277
528	11378
528	14241
528	16637
528	19943
528	24572
528	38369
528	52838
528	54747
528	64074
528	65067
528	65207
528	73593
528	75594
528	77404
528	84870
528	89753
528	137171
533	540
533	541
533	3992
533	6138
533	6158
533	9438
533	31236
533	57826
533	83152
533	123194
533	165968
533	200207
533	205754
533	262676
533	349835
534	540
534	545
534	1222
534	2079
534	3869
534	4448
534	8683
534	9381
534	12645
534	16552
534	17476
534	19631
534	21661
534	25107
534	35645
534	47890
534	53178
534	54971
534	71222
534	92799
534	94877
534	116102
534	124315
534	124581
534	143492
534	251097
534	272304
534	648351
535	2006
535	4024
535	4284
535	4811
535	5686
535	5700
535	7484
535	17124
535	25085
535	30730
535	31236
535	32740
535	35645
535	35720
535	35870
535	37488
535	44652
535	45550
535	45743
535	50696
535	60748
535	62133
535	63482
535	63853
535	71024
535	71481
535	71993
535	72874
535	73399
535	84475
535	87048
535	89511
535	92340
535	94877
535	98041
535	100190
535	103042
535	103941
535	108111
535	108134
535	111675
535	121812
535	138325
535	140880
535	144648
535	147624
535	154001
535	200207
535	294411
535	294491
535	298157
535	327643
535	380025
535	648351
535	744977
535	813954
535	819327
538	1943
538	2688
538	14249
538	30121
538	45240
538	52916
538	53516
538	58500
538	72257
538	90185
538	92799
538	114116
538	134261
538	161563
538	221203
538	242325
538	547350
538	698532
540	721
540	758
540	1222
540	1264
540	2006
540	3144
540	3648
540	3857
540	3859
540	4074
540	4688
540	4689
540	5009
540	5700
540	6158
540	6289
540	6462
540	7543
540	8169
540	8240
540	8318
540	8678
540	9057
540	9438
540	9490
540	10235
540	12441
540	12699
540	13268
540	13640
540	14935
540	15327
540	16185
540	17476
540	19495
540	21391
540	21531
540	22660
540	23799
540	26168
540	27466
540	27995
540	28729
540	28993
540	29446
540	30059
540	30565
540	30730
540	33183
540	33326
540	33759
540	34265
540	35382
540	37071
540	39650
540	41750
540	42049
540	43687
540	44699
540	44880
540	44978
540	45550
540	45743
540	51127
540	51260
540	51869
540	52074
540	52740
540	53015
540	54074
540	54387
540	56449
540	59321
540	62179
540	62273
540	65052
540	65771
540	68037
540	68215
540	68973
540	69090
540	69347
540	71024
540	73067
540	74180
540	74971
540	75006
540	81203
540	81322
540	83302
540	89511
540	91053
540	92340
540	93385
540	94877
540	98561
540	111252
540	111873
